(-1.35, -9.16, 3.99) 
(-1.35, -9.16, 3.99) 
(-1.23, -9.36, 3.95) 
(-1.23, -9.36, 3.95) 
(-1.23, -9.36, 3.95) 
(-1.23, -9.36, 3.95) 
(-1.04, -9.63, 3.81) 
(-1.04, -9.63, 3.81) 
(-1.04, -9.63, 3.81) 
(-1.01, -9.8, 3.71) 
(-1.01, -9.8, 3.71) 
(-1.01, -9.8, 3.71) 
(-1.09, -9.870000000000001, 3.64) 
(-1.09, -9.870000000000001, 3.64) 
(-1.09, -9.870000000000001, 3.64) 
(-1.12, -9.950000000000001, 3.83) 
(-1.12, -9.950000000000001, 3.83) 
(-1.12, -9.950000000000001, 3.83) 
(-1.24, -9.89, 3.84) 
(-1.24, -9.89, 3.84) 
(-1.24, -9.89, 3.84) 
(-1.24, -9.89, 3.84) 
(-1.28, -9.97, 3.91) 
(-1.28, -9.97, 3.91) 
(-1.28, -9.97, 3.91) 
(-1.27, -9.97, 4.05) 
(-1.27, -9.97, 4.05) 
(-1.27, -9.97, 4.05) 
(-1.19, -10.02, 4.04) 
(-1.19, -10.02, 4.04) 
(-1.19, -10.02, 4.04) 
(-1.01, -10.290000000000001, 4.13) 
(-1.01, -10.290000000000001, 4.13) 
(-1.01, -10.290000000000001, 4.13) 
(-1.06, -10.43, 4.16) 
(-1.06, -10.43, 4.16) 
(-1.06, -10.43, 4.16) 
(-1.06, -10.43, 4.16) 
(-1.32, -10.56, 4.01) 
(-1.32, -10.56, 4.01) 
(-1.32, -10.56, 4.01) 
(-1.6500000000000001, -10.59, 4.03) 
(-1.6500000000000001, -10.59, 4.03) 
(-1.6500000000000001, -10.59, 4.03) 
(-1.9100000000000001, -10.700000000000001, 4.6000000000000005) 
(-1.9100000000000001, -10.700000000000001, 4.6000000000000005) 
(-1.9100000000000001, -10.700000000000001, 4.6000000000000005) 
(-1.77, -10.870000000000001, 4.74) 
(-1.77, -10.870000000000001, 4.74) 
(-1.77, -10.870000000000001, 4.74) 
(-1.7, -10.94, 4.74) 
(-1.7, -10.94, 4.74) 
(-1.7, -10.94, 4.74) 
(-1.7, -10.94, 4.74) 
(-1.9000000000000001, -10.78, 4.5200000000000005) 
(-1.9000000000000001, -10.78, 4.5200000000000005) 
(-1.9000000000000001, -10.78, 4.5200000000000005) 
(-1.95, -10.76, 4.63) 
(-1.95, -10.76, 4.63) 
(-1.95, -10.76, 4.63) 
(-2.0100000000000002, -10.85, 4.65) 
(-2.0100000000000002, -10.85, 4.65) 
(-1.96, -10.97, 4.64) 
(-1.72, -11.32, 4.78) 
(-1.72, -11.32, 4.78) 
(-1.72, -11.32, 4.78) 
(-1.81, -11.51, 4.44) 
(-1.95, -11.67, 4.22) 
(-1.95, -11.67, 4.22) 
(-1.95, -11.67, 4.22) 
(-2.23, -11.93, 4.3) 
(-2.23, -11.93, 4.3) 
(-2.57, -12.33, 4.26) 
(-2.57, -12.33, 4.26) 
(-2.57, -12.33, 4.26) 
(-2.5, -12.71, 4.2700000000000005) 
(-2.39, -13.11, 4.45) 
(-2.07, -12.780000000000001, 4.97) 
(-2.07, -12.780000000000001, 4.97) 
(-2.07, -12.780000000000001, 4.97) 
(-1.92, -12.530000000000001, 4.5200000000000005) 
(-1.92, -12.530000000000001, 4.5200000000000005) 
(-1.73, -11.9, 4.0) 
(-1.73, -11.9, 4.0) 
(-1.47, -11.15, 4.12) 
(-1.54, -10.99, 3.65) 
(-1.54, -10.99, 3.65) 
(-1.54, -10.99, 3.65) 
(-1.77, 316.23, 2.5500000000000003) 
(-1.77, -11.450000000000001, 2.5500000000000003) 
(-1.77, -11.450000000000001, 2.5500000000000003) 
(-2.15, -12.05, 2.18) 
(-2.15, -12.05, 2.18) 
(-2.15, -12.05, 2.18) 
(-2.47, -13.0, 2.58) 
(-2.47, -13.0, 2.58) 
(-2.47, -13.0, 2.58) 
(-2.27, -13.0, 3.0) 
(-2.27, -13.0, 3.0) 
(-2.27, -13.0, 3.0) 
(-2.27, -13.0, 3.0) 
(-2.56, -12.43, 3.87) 
(-2.56, -12.43, 3.87) 
(-2.56, -12.43, 3.87) 
(-2.09, -12.21, 3.16) 
(-2.09, -12.21, 3.16) 
(-2.09, -12.21, 3.16) 
(-1.72, -11.56, 4.21) 
(-1.72, -11.56, 4.21) 
(-1.72, -11.56, 4.21) 
(-1.61, -11.35, 3.04) 
(-1.61, -11.35, 3.04) 
(-1.61, -11.35, 3.04) 
(-1.61, -11.26, 2.13) 
(-1.61, -11.26, 2.13) 
(-1.61, -11.26, 2.13) 
(-1.61, -11.26, 2.13) 
(-1.9000000000000001, -11.51, 1.79) 
(-1.9000000000000001, -11.51, 1.79) 
(-1.9000000000000001, -11.51, 1.79) 
(-2.29, -11.65, 1.42) 
(-2.29, -11.65, 1.42) 
(-2.29, -11.65, 1.42) 
(-2.31, -11.99, 1.57) 
(-2.31, -11.99, 1.57) 
(-2.31, -11.99, 1.57) 
(-2.36, -12.35, 1.46) 
(-2.36, -12.35, 1.46) 
(-2.36, -12.35, 1.46) 
(-2.44, -12.55, 1.3800000000000001) 
(-2.44, -12.55, 1.3800000000000001) 
(-2.44, -12.55, 1.3800000000000001) 
(-2.44, -12.55, 1.3800000000000001) 
(-2.46, -12.02, 2.1) 
(-2.46, -12.02, 2.1) 
(-2.46, -12.02, 2.1) 
(-2.32, -11.53, 2.21) 
(-2.32, -11.53, 2.21) 
(-2.32, -11.53, 2.21) 
(-1.99, -11.06, 1.93) 
(-1.99, -11.06, 1.93) 
(-1.99, -11.06, 1.93) 
(-1.6, -10.63, 1.24) 
(-1.6, -10.63, 1.24) 
(-1.6, -10.63, 1.24) 
(-1.8, -10.4, 0.53) 
(-1.8, -10.4, 0.53) 
(-1.8, -10.4, 0.53) 
(-1.9000000000000001, -10.42, 0.02) 
(-1.9000000000000001, -10.42, 0.02) 
(-1.9000000000000001, -10.42, 0.02) 
(-2.06, -10.49, -0.38) 
(-2.06, -10.49, -0.38) 
(-2.06, -10.49, -0.38) 
(-2.31, -10.52, 0.02) 
(-2.31, -10.52, 0.02) 
(-2.31, -10.52, 0.02) 
(-2.27, -10.46, 0.4) 
(-2.27, -10.46, 0.4) 
(-2.27, -10.46, 0.4) 
(-2.08, -10.46, 0.43) 
(-2.08, -10.46, 0.43) 
(-2.08, -10.46, 0.43) 
(-2.08, -10.46, 0.43) 
(-1.81, -10.49, 0.33) 
(-1.81, -10.49, 0.33) 
(-1.81, -10.49, 0.33) 
(-1.6600000000000001, -10.3, -0.19) 
(-1.6600000000000001, -10.3, -0.19) 
(-1.6600000000000001, -10.3, -0.19) 
(-1.51, -9.97, -0.35000000000000003) 
(-1.51, -9.97, -0.35000000000000003) 
(-1.51, -9.97, -0.35000000000000003) 
(-1.37, -9.43, -0.39) 
(-1.37, -9.43, -0.39) 
(-1.37, -9.43, -0.39) 
(-1.73, -8.75, -1.32) 
(-1.73, -8.75, -1.32) 
(-1.73, -8.75, -1.32) 
(-1.73, -8.75, -1.32) 
(-1.9100000000000001, -8.66, -1.93) 
(-1.9100000000000001, -8.66, -1.93) 
(-1.9100000000000001, -8.66, 325.75) 
(-1.93, -8.65, -1.79) 
(-1.93, -8.65, -1.79) 
(-1.93, -8.65, -1.79) 
(-1.77, -8.8, -0.97) 
(-1.77, -8.8, -0.97) 
(-1.77, -8.8, -0.97) 
(-1.6300000000000001, -9.55, -0.86) 
(-1.6300000000000001, -9.55, -0.86) 
(-1.6300000000000001, -9.55, -0.86) 
(-1.57, -9.61, -1.1500000000000001) 
(-1.57, -9.61, -1.1500000000000001) 
(-1.57, -9.61, -1.1500000000000001) 
(-1.57, -9.61, -1.1500000000000001) 
(-1.54, -9.53, -1.03) 
(-1.54, -9.53, -1.03) 
(-1.54, -9.53, -1.03) 
(-1.48, -9.39, -0.75) 
(-1.48, -9.39, -0.75) 
(-1.48, -9.39, -0.75) 
(-1.56, -9.42, -1.19) 
(-1.56, -9.42, -1.19) 
(-1.56, -9.42, -1.19) 
(-1.5, -9.28, -1.12) 
(-1.5, -9.28, -1.12) 
(-1.5, -9.28, -1.12) 
(-1.47, -9.31, -1.03) 
(-1.47, -9.31, -1.03) 
(-1.47, -9.31, -1.03) 
(-1.47, -9.31, -1.03) 
(-1.51, -9.43, -1.03) 
(-1.51, -9.43, -1.03) 
(-1.51, -9.43, -1.03) 
(-1.55, -9.68, -1.22) 
(-1.55, -9.68, -1.22) 
(-1.55, -9.68, -1.22) 
(-1.6400000000000001, -9.82, -1.2) 
(-1.6400000000000001, -9.82, -1.2) 
(-1.6400000000000001, -9.82, -1.2) 
(-1.6500000000000001, -9.9, -0.99) 
(-1.6500000000000001, -9.9, -0.99) 
(-1.6500000000000001, -9.9, -0.99) 
(-1.25, -9.93, -0.6900000000000001) 
(-1.25, -9.93, -0.6900000000000001) 
(-1.25, -9.93, -0.6900000000000001) 
(-1.25, -9.93, -0.6900000000000001) 
(-1.27, -10.03, -1.03) 
(-1.27, -10.03, -1.03) 
(-1.27, -10.03, -1.03) 
(-1.31, -9.97, -1.48) 
(-1.31, -9.97, -1.48) 
(-1.31, -9.97, -1.48) 
(-1.29, -9.83, -1.3900000000000001) 
(-1.29, -9.83, -1.3900000000000001) 
(-1.29, -9.83, -1.3900000000000001) 
(-1.1, -10.02, -1.05) 
(-1.1, -10.02, -1.05) 
(-1.1, -10.02, -1.05) 
(-1.07, -10.09, -1.11) 
(-1.07, -10.09, -1.11) 
(-1.07, -10.09, -1.11) 
(-1.07, -10.09, -1.11) 
(-1.01, -10.19, -1.07) 
(-1.01, -10.19, -1.07) 
(-1.01, -10.19, -1.07) 
(-1.01, -10.36, -1.16) 
(-1.01, -10.36, -1.16) 
(-1.01, -10.36, 326.52) 
(-0.97, -10.27, -0.67) 
(-0.97, -10.27, -0.67) 
(-0.97, -10.27, -0.67) 
(-1.04, -10.25, -0.9) 
(-1.04, -10.25, -0.9) 
(-1.04, -10.25, -0.9) 
(-1.03, -10.1, -1.03) 
(-1.03, -10.1, -1.03) 
(-1.03, -10.1, -1.03) 
(-1.03, -10.1, -1.03) 
(-1.11, -9.96, -0.88) 
(-1.11, -9.96, -0.88) 
(-1.1, -9.86, -0.97) 
(-1.1, -9.86, -0.97) 
(-1.1, -9.86, -0.97) 
(-1.1, -9.86, -0.97) 
(-1.02, -9.76, -0.7000000000000001) 
(-1.02, -9.76, -0.7000000000000001) 
(-1.02, -9.76, -0.7000000000000001) 
(-1.06, -9.66, -0.56) 
(-1.06, -9.66, -0.56) 
(-1.06, -9.66, -0.56) 
(-1.1500000000000001, -9.39, -0.97) 
(-1.1500000000000001, -9.39, -0.97) 
(-1.1500000000000001, -9.39, -0.97) 
(-1.1500000000000001, -9.39, -0.97) 
(-1.02, -9.49, -0.88) 
(-1.02, -9.49, -0.88) 
(-1.02, -9.49, -0.88) 
(-0.9, -9.57, -0.6900000000000001) 
(-0.9, -9.57, -0.6900000000000001) 
(-0.9, -9.57, -0.6900000000000001) 
(-0.89, -9.67, -0.9) 
(-0.89, -9.67, -0.9) 
(-0.89, -9.67, -0.9) 
(-0.73, -9.77, -1.07) 
(-0.73, -9.77, -1.07) 
(-0.73, -9.77, -1.07) 
(-0.85, -9.74, -0.92) 
(-0.85, -9.74, -0.92) 
(-0.85, -9.74, -0.92) 
(-0.85, -9.74, -0.92) 
(-0.99, -9.72, -1.16) 
(-0.99, -9.72, -1.16) 
(-0.99, -9.72, -1.16) 
(-1.2, -9.17, -0.59) 
(-1.2, -9.17, -0.59) 
(-1.2, -9.17, -0.59) 
(-1.33, -8.93, -0.26) 
(-1.33, -8.93, -0.26) 
(-1.33, -8.93, -0.26) 
(-1.43, -8.74, -0.65) 
(-1.43, -8.74, -0.65) 
(-1.43, -8.74, -0.65) 
(-1.6300000000000001, -8.47, -1.01) 
(-1.6300000000000001, -8.47, -1.01) 
(-1.6300000000000001, -8.47, -1.01) 
(-1.6300000000000001, -8.47, -1.01) 
(-1.6400000000000001, -8.22, -0.55) 
(-1.6400000000000001, -8.22, -0.55) 
(-1.6400000000000001, -8.22, -0.55) 
(-1.56, -8.13, -0.51) 
(-1.56, -8.13, -0.51) 
(-1.56, -8.13, -0.51) 
(-1.37, -8.07, -0.72) 
(-1.37, -8.07, -0.72) 
(-1.37, -8.07, -0.72) 
(-1.09, -7.88, -0.86) 
(-1.09, -7.88, -0.86) 
(-1.09, -7.88, -0.86) 
(-0.96, -7.44, -0.96) 
(-0.96, -7.44, -0.96) 
(-0.96, -7.44, -0.96) 
(-0.96, -7.44, -0.96) 
(-0.93, -7.16, -0.9) 
(-0.93, -7.16, -0.9) 
(-0.93, -7.16, -0.9) 
(-0.92, -6.97, -0.98) 
(-0.92, -6.97, -0.98) 
(-0.92, -6.97, -0.98) 
(-0.8200000000000001, -6.44, -1.1500000000000001) 
(-0.8200000000000001, -6.44, -1.1500000000000001) 
(-0.8200000000000001, -6.44, -1.1500000000000001) 
(-0.77, -6.38, -1.4000000000000001) 
(-0.77, -6.38, -1.4000000000000001) 
(-0.77, -6.38, -1.4000000000000001) 
(-0.72, -6.3100000000000005, -1.6600000000000001) 
(-0.72, -6.3100000000000005, -1.6600000000000001) 
(-0.72, -6.3100000000000005, -1.6600000000000001) 
(-0.72, -6.3100000000000005, -1.6600000000000001) 
(-0.62, -6.03, -1.62) 
(-0.62, -6.03, -1.62) 
(-0.62, -6.03, -1.62) 
(-0.59, -5.5, -1.81) 
(-0.59, -5.5, -1.81) 
(-0.59, -5.5, -1.81) 
